t_s,activity
937153527.1055394,0.5035172901737038
939885753.1320863,0.5025110609122424
942617979.158633,0.5015068424999541
945350205.1851797,0.5005046309183568
948082431.2117265,0.4995044221569988
950814657.2382733,0.4985062122134429
953546883.2648201,0.4975099970932502
956279109.2913668,0.4965157728099648
959011335.3179135,0.4955235353850967
961743561.3444604,0.4945332808481069
964475787.3710071,0.49354500523639117
967208013.3975539,0.49255870459526385
969940239.4241006,0.4915743749779427
972672465.4506474,0.4905920124455324
975404691.4771942,0.4896116130670093
978136917.5037409,0.4886331729192055
980869143.5302876,0.487656688086793
983601369.5568345,0.4866821546622685
986333595.5833812,0.4857095687459371
989065821.609928,0.48473892644589744
991798047.6364747,0.4837702238780254
994530273.6630214,0.48280345716595896
997262499.6895683,0.48183862244108283
999994725.716115,0.4808757158425126
1002726951.7426617,0.4799147335170795
1005459177.7692086,0.4789556716193147
1008191403.7957553,0.4779985263114346
1010923629.8223021,0.4770432937633247
1013655855.8488488,0.4760899701525248
1016388081.8753955,0.47513855166421337
1019120307.9019424,0.4741890344911923
1021852533.9284891,0.4732414148338722
1024584759.9550359,0.47229568890025636
1027316985.9815826,0.4713518529059262
1030049212.0081294,0.47040990307402597
1032781438.0346762,0.46946983563524736
1035513664.0612229,0.468531646827815
1038245890.0877696,0.46759533289747074
1040978116.1143165,0.46666089009745904
1043710342.1408632,0.4657283146885119
1046442568.16741,0.4647976029388338
1049174794.1939567,0.4638687511240872
1051907020.2205034,0.4629417555273767
1054639246.2470503,0.4620166124392352
1057371472.273597,0.4610933181576083
1060103698.3001438,0.46017186898784007
1062835924.3266906,0.4592522612426577
1065568150.3532373,0.4583344912421573
1068300376.3797841,0.4574185553137887
1071032602.4063308,0.45650444979234106
1073764828.4328775,0.45559217101992805
1076497054.4594243,0.45468171534597335
1079229280.4859712,0.45377307912719567
1081961506.512518,0.45286625872759484
1084693732.5390646,0.4519612505184367
1087425958.5656114,0.4510580508782388
1090158184.592158,0.4501566561927557
1092890410.618705,0.4492570628549648
1095622636.6452518,0.4483592672650518
1098354862.6717985,0.4474632658303963
1101087088.6983452,0.4465690549655573
1103819314.724892,0.44567663109225897
1106551540.7514389,0.44478599063937624
1109283766.7779856,0.44389713004292075
1112015992.8045323,0.4430100457460263
1114748218.831079,0.44212473419893483
1117480444.8576257,0.4412411918589819
1120212670.8841724,0.440359415190583
1122944896.9107194,0.43947940066521896
1125677122.937266,0.4386011447614221
1128409348.9638128,0.43772464396476196
1131141574.9903595,0.4368498947678313
1133873801.0169063,0.43597689367023235
1136606027.0434532,0.43510563717856204
1139338253.07,0.4342361218063991
1142070479.0965466,0.4333683440742891
1144802705.1230934,0.43250230050973104
1147534931.14964,0.4316379876471636
1150267157.176187,0.43077540202795056
1152999383.2027338,0.4299145402003681
1155731609.2292805,0.42905539871958975
1158463835.2558272,0.42819797414767347
1161196061.282374,0.42734226305354756
1163928287.3089209,0.4264882620129968
1166660513.3354676,0.4256359676086492
1169392739.3620143,0.42478537642996195
1172124965.388561,0.42393648507320786
1174857191.4151077,0.4230892901414616
1177589417.4416544,0.4222437882445865
1180321643.4682014,0.4213999759992206
1183053869.494748,0.4205578500287633
1185786095.5212948,0.41971740696336185
1188518321.5478415,0.4188786434398976
1191250547.5743883,0.4180415561019731
1193982773.6009352,0.41720614159989794
1196714999.627482,0.4163723965906761
1199447225.6540287,0.415540317737992
1202179451.6805754,0.41470990171219735
1204911677.707122,0.4138811451902979
1207643903.733669,0.41305404485594
1210376129.7602158,0.41222859739939754
1213108355.7867625,0.41140479951755843
1215840581.8133092,0.4105826479139116
1218572807.839856,0.40976213929853367
1221305033.8664029,0.40894327038807576
1224037259.8929496,0.4081260379057508
1226769485.9194963,0.40731043858131966
1229501711.946043,0.4064964691510786
1232233937.9725897,0.4056841263578462
1234966163.9991367,0.40487340695094975
1237698390.0256834,0.4040643076862134
1240430616.0522301,0.40325682532594376
1243162842.0787768,0.4024509566389181
1245895068.1053236,0.40164669840037087
1248627294.1318703,0.40084404739198065
1251359520.1584172,0.4000430004018578
1254091746.184964,0.3992435542245313
1256823972.2115107,0.39844570566093584
1259556198.2380574,0.39764945151839914
1262288424.264604,0.39685478861062917
1265020650.291151,0.39606171375770133
1267752876.3176978,0.39527022378604604
1270485102.3442445,0.3944803155284355
1273217328.3707912,0.3936919858239713
1275949554.397338,0.39290523151807194
1278681780.4238849,0.39212004946245993
1281414006.4504316,0.3913364365151494
1284146232.4769783,0.39055438954043337
1286878458.503525,0.38977390540887114
1289610684.5300717,0.3889949809972761
1292342910.5566187,0.38821761318870274
1295075136.5831654,0.3874417988724349
1297807362.6097121,0.3866675349439724
1300539588.6362588,0.3858948183050193
1303271814.6628056,0.3851236458634714
1306004040.6893523,0.3843540145334036
1308736266.7158992,0.38358592123505775
1311468492.742446,0.3828193628948304
1314200718.7689927,0.38205433644526016
1316932944.7955394,0.38129083882501597
1319665170.822086,0.3805288669788843
1322397396.848633,0.37976841785775706
1325129622.8751798,0.3790094884186199
1327861848.9017265,0.3782520756245394
1330594074.9282732,0.37749617644465105
1333326300.95482,0.3767417878541473
1336058526.9813669,0.3759889068342654
1338790753.0079136,0.37523753037227536
1341522979.0344603,0.3744876554614678
1344255205.061007,0.37373927910114174
1346987431.0875537,0.3729923982965932
1349719657.1141007,0.3722470100591024
1352451883.1406474,0.3715031114059225
1355184109.1671941,0.3707606993602674
1357916335.1937408,0.37001977095129956
1360648561.2202876,0.3692803232141186
1363380787.2468345,0.368542353189749
1366113013.2733812,0.36780585792512877
1368845239.299928,0.3670708344730969
1371577465.3264747,0.3663372798923824
1374309691.3530214,0.36560519124759183
1377041917.379568,0.3648745656091979
1379774143.406115,0.36414540005352786
1382506369.4326618,0.3634176916627514
1385238595.4592085,0.3626914375248693
1387970821.4857552,0.3619666347337017
1390703047.512302,0.36124328038887654
1393435273.5388489,0.3605213715958176
1396167499.5653956,0.35980090546573346
1398899725.5919423,0.35908187911560546
1401631951.618489,0.3583642896681765
1404364177.6450357,0.3576481342519394
1407096403.6715827,0.35693341000112516
1409828629.6981294,0.35622011405569215
1412560855.7246761,0.3555082435613139
1415293081.7512228,0.3547977956693681
1418025307.7777696,0.35408876753692536
1420757533.8043165,0.35338115632673717
1423489759.8308632,0.3526749592072254
1426221985.85741,0.3519701733524704
1428954211.8839567,0.35126679594219967
1431686437.9105034,0.3505648241617771
1434418663.93705,0.3498642552021909
1437150889.963597,0.34916508626004306
1439883115.9901438,0.34846731453753804
1442615342.0166905,0.34777093724247127
1445347568.0432372,0.34707595158821797
1448079794.069784,0.34638235479372226
1450812020.096331,0.345690144083486
1453544246.1228776,0.3449993166875576
1456276472.1494243,0.34430986984152095
1459008698.175971,0.3436218007864842
1461740924.2025177,0.3429351067690689
1464473150.2290647,0.3422497850413991
1467205376.2556114,0.3415658328610902
1469937602.2821581,0.34088324749123794
1472669828.3087049,0.3402020262004073
1475402054.3352516,0.339522166262622
1478134280.3617985,0.3388436649573532
1480866506.3883452,0.3381665195695091
1483598732.414892,0.33749072738942326
1486330958.4414387,0.33681628571284455
1489063184.4679854,0.3361431918409259
1491795410.4945323,0.33547144308021354
1494527636.521079,0.3348010367426367
1497259862.5476258,0.33413197014549595
1499992088.5741725,0.33346424061145324
1502724314.6007192,0.3327978454685208
1505456540.627266,0.33213278205005065
1508188766.653813,0.33146904769472385
1510920992.6803596,0.33080663974653973
1513653218.7069063,0.3301455555548055
1516385444.733453,0.32948579247412546
1519117670.7599998,0.32882734786439044
1521849896.7865467,0.32817021909076727
1524582122.8130934,0.3275144035236883
1527314348.8396401,0.32685989853884073
1530046574.8661869,0.3262067015171563
1532778800.8927336,0.32555480984480056
1535511026.9192805,0.3249042209131626
1538243252.9458272,0.3242549321188446
1540975478.972374,0.3236069408636513
1543707704.9989207,0.32296024455457983
1546439931.0254674,0.322314840603809
1549172157.0520144,0.3216707264286891
1551904383.078561,0.3210278994517318
1554636609.1051078,0.3203863571005995
1557368835.1316545,0.319746096808095
1560101061.1582012,0.3191071160121518
1562833287.184748,0.3184694121558231
1565565513.211295,0.3178329826872718
1568297739.2378416,0.3171978250597608
1571029965.2643883,0.3165639367316421
